Price_Month,Model,Benchmark_MSRP_USD,Model_Price_Min_USD,Model_Price_Max_USD,Price_Variation_Factor,Price_Source
2023-02-01,7 Series,99002.1,93061.97,110882.35,1.06197,BMW official MSRP anchors + simulated monthly market variation
2023-03-01,7 Series,98683.84,92762.81,110525.9,1.05856,BMW official MSRP anchors + simulated monthly market variation
2023-04-01,7 Series,96860.33,91048.71,108483.57,1.039,BMW official MSRP anchors + simulated monthly market variation
2023-05-01,7 Series,98562.79,92649.02,110390.32,1.05726,BMW official MSRP anchors + simulated monthly market variation
2023-06-01,7 Series,98919.73,92984.55,110790.1,1.06109,BMW official MSRP anchors + simulated monthly market variation
2023-07-01,7 Series,98086.81,92201.6,109857.23,1.05215,BMW official MSRP anchors + simulated monthly market variation
2023-08-01,7 Series,99123.86,93176.43,111018.72,1.06328,BMW official MSRP anchors + simulated monthly market variation
2023-09-01,7 Series,99957.44,93960.0,111952.34,1.07222,BMW official MSRP anchors + simulated monthly market variation
2023-10-01,7 Series,98566.49,92652.5,110394.47,1.0573,BMW official MSRP anchors + simulated monthly market variation
2023-11-01,7 Series,100720.73,94677.49,112807.22,1.0804,BMW official MSRP anchors + simulated monthly market variation
2023-12-01,7 Series,99531.15,93559.28,111474.89,1.06764,BMW official MSRP anchors + simulated monthly market variation
2024-01-01,7 Series,102631.14,96473.27,114946.88,1.07486,BMW official MSRP anchors + simulated monthly market variation
2024-02-01,7 Series,102938.22,96761.92,115290.8,1.07808,BMW official MSRP anchors + simulated monthly market variation
2024-03-01,7 Series,102725.5,96561.97,115052.56,1.07585,BMW official MSRP anchors + simulated monthly market variation
2024-04-01,7 Series,102880.31,96707.49,115225.95,1.07747,BMW official MSRP anchors + simulated monthly market variation
2024-05-01,7 Series,103381.14,97178.27,115786.88,1.08271,BMW official MSRP anchors + simulated monthly market variation
2024-06-01,7 Series,102969.38,96791.22,115325.7,1.0784,BMW official MSRP anchors + simulated monthly market variation
2024-07-01,7 Series,101239.46,95165.09,113388.19,1.06028,BMW official MSRP anchors + simulated monthly market variation
2024-08-01,7 Series,102127.57,95999.91,114382.87,1.06959,BMW official MSRP anchors + simulated monthly market variation
2024-09-01,7 Series,102322.13,96182.8,114600.79,1.07162,BMW official MSRP anchors + simulated monthly market variation
2024-10-01,7 Series,102478.45,96329.75,114775.87,1.07326,BMW official MSRP anchors + simulated monthly market variation
2024-11-01,7 Series,103564.19,97350.34,115991.89,1.08463,BMW official MSRP anchors + simulated monthly market variation
2024-12-01,7 Series,103010.35,96829.73,115371.59,1.07883,BMW official MSRP anchors + simulated monthly market variation
2025-01-01,7 Series,106608.68,100212.15,119401.72,1.09072,BMW official MSRP anchors + simulated monthly market variation
2025-02-01,7 Series,107731.06,101267.2,120658.79,1.1022,BMW official MSRP anchors + simulated monthly market variation
2025-03-01,7 Series,105798.03,99450.14,118493.79,1.08243,BMW official MSRP anchors + simulated monthly market variation
2025-04-01,7 Series,104678.29,98397.59,117239.69,1.07097,BMW official MSRP anchors + simulated monthly market variation
2025-05-01,7 Series,106751.37,100346.29,119561.53,1.09218,BMW official MSRP anchors + simulated monthly market variation
2025-06-01,7 Series,104353.71,98092.48,116876.15,1.06765,BMW official MSRP anchors + simulated monthly market variation
2025-07-01,7 Series,104303.47,98045.26,116819.89,1.06713,BMW official MSRP anchors + simulated monthly market variation
2025-08-01,7 Series,105399.8,99075.81,118047.77,1.07835,BMW official MSRP anchors + simulated monthly market variation
2025-09-01,7 Series,104652.47,98373.32,117210.76,1.0707,BMW official MSRP anchors + simulated monthly market variation
2025-10-01,7 Series,104805.74,98517.39,117382.43,1.07227,BMW official MSRP anchors + simulated monthly market variation
2025-11-01,7 Series,105323.82,99004.39,117962.68,1.07757,BMW official MSRP anchors + simulated monthly market variation
2025-12-01,7 Series,104523.48,98252.08,117066.3,1.06939,BMW official MSRP anchors + simulated monthly market variation
2026-01-01,7 Series,109153.51,102604.3,122251.93,1.09154,BMW official MSRP anchors + simulated monthly market variation
2026-02-01,7 Series,110376.53,103753.93,123621.71,1.10377,BMW official MSRP anchors + simulated monthly market variation
2026-03-01,7 Series,110261.93,103646.22,123493.36,1.10262,BMW official MSRP anchors + simulated monthly market variation
2026-04-01,7 Series,107777.21,101310.58,120710.48,1.07777,BMW official MSRP anchors + simulated monthly market variation
2026-05-01,7 Series,109857.06,103265.64,123039.91,1.09857,BMW official MSRP anchors + simulated monthly market variation
2026-06-01,7 Series,109453.22,102886.03,122587.61,1.09453,BMW official MSRP anchors + simulated monthly market variation
2026-07-01,7 Series,109614.21,103037.35,122767.91,1.09614,BMW official MSRP anchors + simulated monthly market variation
2015-01-01,X1,32421.62,30476.32,36312.21,1.00845,BMW official MSRP anchors + simulated monthly market variation
2015-02-01,X1,32202.34,30270.2,36066.62,1.00163,BMW official MSRP anchors + simulated monthly market variation
2015-03-01,X1,32149.14,30220.19,36007.04,0.99997,BMW official MSRP anchors + simulated monthly market variation
2015-04-01,X1,32368.54,30426.43,36252.76,1.0068,BMW official MSRP anchors + simulated monthly market variation
2015-05-01,X1,32005.06,30084.76,35845.67,0.99549,BMW official MSRP anchors + simulated monthly market variation
2015-06-01,X1,32040.71,30118.27,35885.6,0.9966,BMW official MSRP anchors + simulated monthly market variation
2015-07-01,X1,32273.57,30337.15,36146.39,1.00384,BMW official MSRP anchors + simulated monthly market variation
2015-08-01,X1,32250.32,30315.3,36120.36,1.00312,BMW official MSRP anchors + simulated monthly market variation
2015-09-01,X1,32390.54,30447.11,36277.41,1.00748,BMW official MSRP anchors + simulated monthly market variation
2015-10-01,X1,32108.89,30182.35,35961.95,0.99872,BMW official MSRP anchors + simulated monthly market variation
2015-11-01,X1,31988.63,30069.31,35827.27,0.99498,BMW official MSRP anchors + simulated monthly market variation
2015-12-01,X1,31959.11,30041.56,35794.2,0.99406,BMW official MSRP anchors + simulated monthly market variation
2016-01-01,X1,32982.12,31003.19,36939.97,1.00678,BMW official MSRP anchors + simulated monthly market variation
2016-02-01,X1,32517.47,30566.42,36419.57,0.9926,BMW official MSRP anchors + simulated monthly market variation
2016-03-01,X1,33102.16,31116.03,37074.42,1.01044,BMW official MSRP anchors + simulated monthly market variation
2016-04-01,X1,33040.27,31057.85,37005.1,1.00856,BMW official MSRP anchors + simulated monthly market variation
2016-05-01,X1,32710.06,30747.46,36635.27,0.99848,BMW official MSRP anchors + simulated monthly market variation
2016-06-01,X1,32704.99,30742.69,36629.59,0.99832,BMW official MSRP anchors + simulated monthly market variation
2016-07-01,X1,32758.42,30792.92,36689.43,0.99995,BMW official MSRP anchors + simulated monthly market variation
2016-08-01,X1,33312.75,31313.99,37310.29,1.01687,BMW official MSRP anchors + simulated monthly market variation
2016-09-01,X1,32916.48,30941.49,36866.46,1.00478,BMW official MSRP anchors + simulated monthly market variation
2016-10-01,X1,32912.89,30938.11,36862.43,1.00467,BMW official MSRP anchors + simulated monthly market variation
2016-11-01,X1,32961.27,30983.59,36916.62,1.00614,BMW official MSRP anchors + simulated monthly market variation
2016-12-01,X1,32693.42,30731.82,36616.63,0.99797,BMW official MSRP anchors + simulated monthly market variation
2017-01-01,X1,34305.61,32247.28,38422.29,1.02804,BMW official MSRP anchors + simulated monthly market variation
2017-02-01,X1,34605.06,32528.76,38757.67,1.03701,BMW official MSRP anchors + simulated monthly market variation
2017-03-01,X1,33982.5,31943.55,38060.4,1.01835,BMW official MSRP anchors + simulated monthly market variation
2017-04-01,X1,33863.3,31831.5,37926.9,1.01478,BMW official MSRP anchors + simulated monthly market variation
2017-05-01,X1,33944.41,31907.74,38017.74,1.01721,BMW official MSRP anchors + simulated monthly market variation
2017-06-01,X1,34324.94,32265.45,38443.94,1.02862,BMW official MSRP anchors + simulated monthly market variation
2017-07-01,X1,33914.96,31880.06,37984.75,1.01633,BMW official MSRP anchors + simulated monthly market variation
2017-08-01,X1,33972.23,31933.89,38048.89,1.01805,BMW official MSRP anchors + simulated monthly market variation
2017-09-01,X1,33728.98,31705.25,37776.46,1.01076,BMW official MSRP anchors + simulated monthly market variation
2017-10-01,X1,34448.28,32381.39,38582.08,1.03231,BMW official MSRP anchors + simulated monthly market variation
2017-11-01,X1,33585.55,31570.42,37615.82,1.00646,BMW official MSRP anchors + simulated monthly market variation
2017-12-01,X1,33936.32,31900.14,38008.67,1.01697,BMW official MSRP anchors + simulated monthly market variation
2018-01-01,X1,35086.17,32981.0,39296.51,1.03255,BMW official MSRP anchors + simulated monthly market variation
2018-02-01,X1,34362.67,32300.91,38486.19,1.01126,BMW official MSRP anchors + simulated monthly market variation
2018-03-01,X1,34871.05,32778.79,39055.58,1.02622,BMW official MSRP anchors + simulated monthly market variation
2018-04-01,X1,35298.84,33180.91,39534.7,1.03881,BMW official MSRP anchors + simulated monthly market variation
2018-05-01,X1,34908.46,32813.95,39097.47,1.02732,BMW official MSRP anchors + simulated monthly market variation
2018-06-01,X1,34745.44,32660.72,38914.9,1.02253,BMW official MSRP anchors + simulated monthly market variation
2018-07-01,X1,34873.99,32781.55,39058.86,1.02631,BMW official MSRP anchors + simulated monthly market variation
2018-08-01,X1,34717.4,32634.36,38883.49,1.0217,BMW official MSRP anchors + simulated monthly market variation
2018-09-01,X1,34585.79,32510.64,38736.09,1.01783,BMW official MSRP anchors + simulated monthly market variation
2018-10-01,X1,35053.13,32949.94,39259.51,1.03158,BMW official MSRP anchors + simulated monthly market variation
2018-11-01,X1,34475.41,32406.89,38612.46,1.01458,BMW official MSRP anchors + simulated monthly market variation
2018-12-01,X1,34910.76,32816.11,39100.05,1.02739,BMW official MSRP anchors + simulated monthly market variation
2019-01-01,X1,35808.97,33660.44,40106.05,1.03524,BMW official MSRP anchors + simulated monthly market variation
2019-02-01,X1,36044.01,33881.37,40369.3,1.04204,BMW official MSRP anchors + simulated monthly market variation
2019-03-01,X1,35824.83,33675.34,40123.81,1.0357,BMW official MSRP anchors + simulated monthly market variation
2019-04-01,X1,35231.24,33117.37,39458.99,1.01854,BMW official MSRP anchors + simulated monthly market variation
2019-05-01,X1,35432.97,33306.99,39684.92,1.02437,BMW official MSRP anchors + simulated monthly market variation
2019-06-01,X1,35840.03,33689.63,40140.83,1.03614,BMW official MSRP anchors + simulated monthly market variation
2019-07-01,X1,35786.61,33639.41,40081.0,1.03459,BMW official MSRP anchors + simulated monthly market variation
2019-08-01,X1,35946.38,33789.59,40259.94,1.03921,BMW official MSRP anchors + simulated monthly market variation
2019-09-01,X1,35900.53,33746.5,40208.6,1.03789,BMW official MSRP anchors + simulated monthly market variation
2019-10-01,X1,35635.07,33496.97,39911.28,1.03021,BMW official MSRP anchors + simulated monthly market variation
2019-11-01,X1,35845.9,33695.14,40147.41,1.03631,BMW official MSRP anchors + simulated monthly market variation
2019-12-01,X1,35673.48,33533.07,39954.3,1.03132,BMW official MSRP anchors + simulated monthly market variation
2020-01-01,X1,37279.48,35042.71,41753.02,1.05908,BMW official MSRP anchors + simulated monthly market variation
2020-02-01,X1,37014.73,34793.85,41456.5,1.05155,BMW official MSRP anchors + simulated monthly market variation
2020-03-01,X1,36980.64,34761.8,41418.31,1.05059,BMW official MSRP anchors + simulated monthly market variation
2020-04-01,X1,37640.89,35382.44,42157.8,1.06934,BMW official MSRP anchors + simulated monthly market variation
2020-05-01,X1,37478.89,35230.16,41976.36,1.06474,BMW official MSRP anchors + simulated monthly market variation
2020-06-01,X1,37722.42,35459.07,42249.11,1.07166,BMW official MSRP anchors + simulated monthly market variation
2020-07-01,X1,37271.11,35034.84,41743.64,1.05884,BMW official MSRP anchors + simulated monthly market variation
2020-08-01,X1,37153.68,34924.46,41612.12,1.0555,BMW official MSRP anchors + simulated monthly market variation
2020-09-01,X1,36921.92,34706.6,41352.55,1.04892,BMW official MSRP anchors + simulated monthly market variation
2020-10-01,X1,36703.89,34501.65,41108.35,1.04272,BMW official MSRP anchors + simulated monthly market variation
2020-11-01,X1,37195.28,34963.56,41658.71,1.05668,BMW official MSRP anchors + simulated monthly market variation
2020-12-01,X1,37272.61,35036.25,41745.32,1.05888,BMW official MSRP anchors + simulated monthly market variation
2021-01-01,X1,39422.89,37057.52,44153.64,1.07909,BMW official MSRP anchors + simulated monthly market variation
2021-02-01,X1,39869.07,37476.93,44653.36,1.09131,BMW official MSRP anchors + simulated monthly market variation
2021-03-01,X1,39527.52,37155.87,44270.83,1.08196,BMW official MSRP anchors + simulated monthly market variation
2021-04-01,X1,39578.58,37203.87,44328.01,1.08336,BMW official MSRP anchors + simulated monthly market variation
2021-05-01,X1,39387.55,37024.3,44114.05,1.07813,BMW official MSRP anchors + simulated monthly market variation
2021-06-01,X1,39634.49,37256.42,44390.62,1.08489,BMW official MSRP anchors + simulated monthly market variation
2021-07-01,X1,39298.8,36940.87,44014.66,1.0757,BMW official MSRP anchors + simulated monthly market variation
2021-08-01,X1,39637.29,37259.06,44393.77,1.08496,BMW official MSRP anchors + simulated monthly market variation
2021-09-01,X1,39851.43,37460.34,44633.6,1.09082,BMW official MSRP anchors + simulated monthly market variation
2021-10-01,X1,39756.54,37371.15,44527.32,1.08823,BMW official MSRP anchors + simulated monthly market variation
2021-11-01,X1,39583.26,37208.26,44333.25,1.08348,BMW official MSRP anchors + simulated monthly market variation
2021-12-01,X1,39781.05,37394.19,44554.77,1.0889,BMW official MSRP anchors + simulated monthly market variation
2022-01-01,X1,40739.67,38295.29,45628.44,1.07587,BMW official MSRP anchors + simulated monthly market variation
2022-02-01,X1,41816.13,39307.16,46834.06,1.1043,BMW official MSRP anchors + simulated monthly market variation
2022-03-01,X1,40987.13,38527.9,45905.58,1.08241,BMW official MSRP anchors + simulated monthly market variation
2022-04-01,X1,41230.3,38756.49,46177.94,1.08883,BMW official MSRP anchors + simulated monthly market variation
2022-05-01,X1,40817.39,38368.34,45715.47,1.07792,BMW official MSRP anchors + simulated monthly market variation
2022-06-01,X1,41172.73,38702.37,46113.46,1.08731,BMW official MSRP anchors + simulated monthly market variation
2022-07-01,X1,40687.56,38246.3,45570.06,1.0745,BMW official MSRP anchors + simulated monthly market variation
2022-08-01,X1,41170.64,38700.4,46111.12,1.08725,BMW official MSRP anchors + simulated monthly market variation
2022-09-01,X1,41275.43,38798.9,46228.48,1.09002,BMW official MSRP anchors + simulated monthly market variation
2022-10-01,X1,41373.69,38891.27,46338.54,1.09262,BMW official MSRP anchors + simulated monthly market variation
2022-11-01,X1,40554.12,38120.88,45420.62,1.07097,BMW official MSRP anchors + simulated monthly market variation
2022-12-01,X1,41480.53,38991.69,46458.19,1.09544,BMW official MSRP anchors + simulated monthly market variation
2023-01-01,X1,41473.33,38984.93,46450.13,1.05799,BMW official MSRP anchors + simulated monthly market variation
2023-02-01,X1,41267.34,38791.3,46219.42,1.05274,BMW official MSRP anchors + simulated monthly market variation
2023-03-01,X1,42282.55,39745.6,47356.46,1.07864,BMW official MSRP anchors + simulated monthly market variation
2023-04-01,X1,41637.8,39139.53,46634.34,1.06219,BMW official MSRP anchors + simulated monthly market variation
2023-05-01,X1,41203.1,38730.91,46147.47,1.0511,BMW official MSRP anchors + simulated monthly market variation
2023-06-01,X1,41888.54,39375.23,46915.17,1.06859,BMW official MSRP anchors + simulated monthly market variation
2023-07-01,X1,41729.02,39225.28,46736.51,1.06452,BMW official MSRP anchors + simulated monthly market variation
2023-08-01,X1,41786.92,39279.71,46801.35,1.06599,BMW official MSRP anchors + simulated monthly market variation
2023-09-01,X1,41461.07,38973.41,46436.4,1.05768,BMW official MSRP anchors + simulated monthly market variation
2023-10-01,X1,42035.1,39513.0,47079.31,1.07232,BMW official MSRP anchors + simulated monthly market variation
2023-11-01,X1,41496.41,39006.62,46475.98,1.05858,BMW official MSRP anchors + simulated monthly market variation
2023-12-01,X1,41771.83,39265.52,46784.45,1.06561,BMW official MSRP anchors + simulated monthly market variation
2024-01-01,X1,43530.09,40918.29,48753.7,1.07393,BMW official MSRP anchors + simulated monthly market variation
2024-02-01,X1,42926.81,40351.2,48078.03,1.05905,BMW official MSRP anchors + simulated monthly market variation
2024-03-01,X1,43737.39,41113.14,48985.87,1.07905,BMW official MSRP anchors + simulated monthly market variation
2024-04-01,X1,43817.23,41188.2,49075.3,1.08102,BMW official MSRP anchors + simulated monthly market variation
2024-05-01,X1,43166.22,40576.24,48346.16,1.06496,BMW official MSRP anchors + simulated monthly market variation
2024-06-01,X1,42891.65,40318.15,48038.65,1.05818,BMW official MSRP anchors + simulated monthly market variation
2024-07-01,X1,43826.91,41197.29,49086.14,1.08126,BMW official MSRP anchors + simulated monthly market variation
2024-08-01,X1,43925.74,41290.2,49196.83,1.08369,BMW official MSRP anchors + simulated monthly market variation
2024-09-01,X1,43413.1,40808.31,48622.67,1.07105,BMW official MSRP anchors + simulated monthly market variation
2024-10-01,X1,43842.98,41212.4,49104.14,1.08165,BMW official MSRP anchors + simulated monthly market variation
2024-11-01,X1,43193.09,40601.5,48376.26,1.06562,BMW official MSRP anchors + simulated monthly market variation
2024-12-01,X1,43607.58,40991.12,48840.49,1.07584,BMW official MSRP anchors + simulated monthly market variation
2025-01-01,X1,45495.55,42765.82,50955.02,1.08668,BMW official MSRP anchors + simulated monthly market variation
2025-02-01,X1,45581.52,42846.63,51051.3,1.08873,BMW official MSRP anchors + simulated monthly market variation
2025-03-01,X1,45463.22,42735.43,50918.8,1.0859,BMW official MSRP anchors + simulated monthly market variation
2025-04-01,X1,44895.95,42202.19,50283.46,1.07236,BMW official MSRP anchors + simulated monthly market variation
2025-05-01,X1,46078.67,43313.95,51608.11,1.10061,BMW official MSRP anchors + simulated monthly market variation
2025-06-01,X1,44942.81,42246.24,50335.94,1.07347,BMW official MSRP anchors + simulated monthly market variation
2025-07-01,X1,45127.76,42420.1,50543.09,1.07789,BMW official MSRP anchors + simulated monthly market variation
2025-08-01,X1,44344.02,41683.38,49665.3,1.05917,BMW official MSRP anchors + simulated monthly market variation
2025-09-01,X1,44963.43,42265.62,50359.04,1.07397,BMW official MSRP anchors + simulated monthly market variation
2025-10-01,X1,45358.76,42637.24,50801.82,1.08341,BMW official MSRP anchors + simulated monthly market variation
2025-11-01,X1,45239.28,42524.92,50667.99,1.08056,BMW official MSRP anchors + simulated monthly market variation
2025-12-01,X1,45366.89,42644.88,50810.92,1.0836,BMW official MSRP anchors + simulated monthly market variation
2026-01-01,X1,46705.67,43903.33,52310.35,1.08115,BMW official MSRP anchors + simulated monthly market variation
2026-02-01,X1,45933.28,43177.28,51445.27,1.06327,BMW official MSRP anchors + simulated monthly market variation
2026-03-01,X1,47079.7,44254.92,52729.26,1.08981,BMW official MSRP anchors + simulated monthly market variation
2026-04-01,X1,46599.5,43803.53,52191.44,1.07869,BMW official MSRP anchors + simulated monthly market variation
2026-05-01,X1,46592.91,43797.34,52184.06,1.07854,BMW official MSRP anchors + simulated monthly market variation
2026-06-01,X1,47446.13,44599.36,53139.66,1.09829,BMW official MSRP anchors + simulated monthly market variation
2026-07-01,X1,46952.56,44135.41,52586.87,1.08686,BMW official MSRP anchors + simulated monthly market variation
2015-01-01,X3,39633.59,37255.58,44389.62,1.00465,BMW official MSRP anchors + simulated monthly market variation
2015-02-01,X3,39455.64,37088.31,44190.32,1.00014,BMW official MSRP anchors + simulated monthly market variation
2015-03-01,X3,39223.19,36869.8,43929.97,0.99425,BMW official MSRP anchors + simulated monthly market variation
2015-04-01,X3,39702.86,37320.69,44467.21,1.00641,BMW official MSRP anchors + simulated monthly market variation
2015-05-01,X3,39600.56,37224.53,44352.63,1.00382,BMW official MSRP anchors + simulated monthly market variation
2015-06-01,X3,39526.12,37154.55,44269.25,1.00193,BMW official MSRP anchors + simulated monthly market variation
2015-07-01,X3,39644.59,37265.92,44401.94,1.00493,BMW official MSRP anchors + simulated monthly market variation
2015-08-01,X3,39493.03,37123.45,44232.2,1.00109,BMW official MSRP anchors + simulated monthly market variation
2015-09-01,X3,39164.63,36814.76,43864.39,0.99277,BMW official MSRP anchors + simulated monthly market variation
2015-10-01,X3,39565.41,37191.48,44313.26,1.00293,BMW official MSRP anchors + simulated monthly market variation
2015-11-01,X3,39526.88,37155.26,44270.1,1.00195,BMW official MSRP anchors + simulated monthly market variation
2015-12-01,X3,39338.85,36978.52,44059.51,0.99718,BMW official MSRP anchors + simulated monthly market variation
2016-01-01,X3,39943.5,37546.89,44736.72,0.99984,BMW official MSRP anchors + simulated monthly market variation
2016-02-01,X3,39876.89,37484.28,44662.12,0.99817,BMW official MSRP anchors + simulated monthly market variation
2016-03-01,X3,39374.51,37012.04,44099.45,0.98559,BMW official MSRP anchors + simulated monthly market variation
2016-04-01,X3,40124.07,37716.63,44938.96,1.00436,BMW official MSRP anchors + simulated monthly market variation
2016-05-01,X3,40374.91,37952.42,45219.9,1.01064,BMW official MSRP anchors + simulated monthly market variation
2016-06-01,X3,40181.47,37770.58,45003.25,1.00579,BMW official MSRP anchors + simulated monthly market variation
2016-07-01,X3,39879.61,37486.83,44665.16,0.99824,BMW official MSRP anchors + simulated monthly market variation
2016-08-01,X3,40611.24,38174.56,45484.59,1.01655,BMW official MSRP anchors + simulated monthly market variation
2016-09-01,X3,39864.78,37472.89,44648.55,0.99787,BMW official MSRP anchors + simulated monthly market variation
2016-10-01,X3,40202.67,37790.51,45026.99,1.00632,BMW official MSRP anchors + simulated monthly market variation
2016-11-01,X3,39932.77,37536.81,44724.71,0.99957,BMW official MSRP anchors + simulated monthly market variation
2016-12-01,X3,40118.73,37711.61,44932.98,1.00422,BMW official MSRP anchors + simulated monthly market variation
2017-01-01,X3,40954.04,38496.8,45868.52,1.01246,BMW official MSRP anchors + simulated monthly market variation
2017-02-01,X3,41066.56,38602.57,45994.55,1.01524,BMW official MSRP anchors + simulated monthly market variation
2017-03-01,X3,41199.59,38727.62,46143.54,1.01853,BMW official MSRP anchors + simulated monthly market variation
2017-04-01,X3,41059.32,38595.76,45986.44,1.01506,BMW official MSRP anchors + simulated monthly market variation
2017-05-01,X3,41568.12,39074.04,46556.3,1.02764,BMW official MSRP anchors + simulated monthly market variation
2017-06-01,X3,41405.26,38920.95,46373.9,1.02362,BMW official MSRP anchors + simulated monthly market variation
2017-07-01,X3,40972.33,38513.99,45889.01,1.01291,BMW official MSRP anchors + simulated monthly market variation
2017-08-01,X3,41089.1,38623.75,46019.79,1.0158,BMW official MSRP anchors + simulated monthly market variation
2017-09-01,X3,41293.56,38815.95,46248.79,1.02085,BMW official MSRP anchors + simulated monthly market variation
2017-10-01,X3,41781.2,39274.33,46794.95,1.03291,BMW official MSRP anchors + simulated monthly market variation
2017-11-01,X3,41365.45,38883.52,46329.3,1.02263,BMW official MSRP anchors + simulated monthly market variation
2017-12-01,X3,41305.29,38826.97,46261.92,1.02114,BMW official MSRP anchors + simulated monthly market variation
2018-01-01,X3,41921.98,39406.66,46952.62,1.02374,BMW official MSRP anchors + simulated monthly market variation
2018-02-01,X3,41867.13,39355.1,46891.18,1.0224,BMW official MSRP anchors + simulated monthly market variation
2018-03-01,X3,41594.47,39098.8,46585.81,1.01574,BMW official MSRP anchors + simulated monthly market variation
2018-04-01,X3,41671.08,39170.82,46671.61,1.01761,BMW official MSRP anchors + simulated monthly market variation
2018-05-01,X3,41510.53,39019.9,46491.79,1.01369,BMW official MSRP anchors + simulated monthly market variation
2018-06-01,X3,41633.4,39135.4,46629.41,1.01669,BMW official MSRP anchors + simulated monthly market variation
2018-07-01,X3,42375.76,39833.21,47460.85,1.03482,BMW official MSRP anchors + simulated monthly market variation
2018-08-01,X3,41488.62,38999.3,46467.25,1.01315,BMW official MSRP anchors + simulated monthly market variation
2018-09-01,X3,41895.03,39381.33,46922.43,1.02308,BMW official MSRP anchors + simulated monthly market variation
2018-10-01,X3,41030.8,38568.95,45954.5,1.00197,BMW official MSRP anchors + simulated monthly market variation
2018-11-01,X3,41895.78,39382.04,46923.28,1.0231,BMW official MSRP anchors + simulated monthly market variation
2018-12-01,X3,42051.61,39528.51,47097.8,1.0269,BMW official MSRP anchors + simulated monthly market variation
2019-01-01,X3,42790.83,40223.38,47925.72,1.03235,BMW official MSRP anchors + simulated monthly market variation
2019-02-01,X3,43278.36,40681.65,48471.76,1.04411,BMW official MSRP anchors + simulated monthly market variation
2019-03-01,X3,42679.72,40118.94,47801.29,1.02967,BMW official MSRP anchors + simulated monthly market variation
2019-04-01,X3,42744.88,40180.18,47874.26,1.03124,BMW official MSRP anchors + simulated monthly market variation
2019-05-01,X3,42879.49,40306.72,48025.03,1.03449,BMW official MSRP anchors + simulated monthly market variation
2019-06-01,X3,43137.94,40549.66,48314.49,1.04072,BMW official MSRP anchors + simulated monthly market variation
2019-07-01,X3,42641.52,40083.03,47758.51,1.02875,BMW official MSRP anchors + simulated monthly market variation
2019-08-01,X3,43018.49,40437.39,48180.71,1.03784,BMW official MSRP anchors + simulated monthly market variation
2019-09-01,X3,43049.97,40466.97,48215.97,1.0386,BMW official MSRP anchors + simulated monthly market variation
2019-10-01,X3,43121.26,40533.99,48295.81,1.04032,BMW official MSRP anchors + simulated monthly market variation
2019-11-01,X3,42908.27,40333.77,48057.26,1.03518,BMW official MSRP anchors + simulated monthly market variation
2019-12-01,X3,42775.9,40209.35,47909.01,1.03199,BMW official MSRP anchors + simulated monthly market variation
2020-01-01,X3,44358.71,41697.19,49681.76,1.05742,BMW official MSRP anchors + simulated monthly market variation
2020-02-01,X3,44285.15,41628.04,49599.37,1.05567,BMW official MSRP anchors + simulated monthly market variation
2020-03-01,X3,44312.79,41654.03,49630.33,1.05632,BMW official MSRP anchors + simulated monthly market variation
2020-04-01,X3,44725.68,42042.14,50092.76,1.06617,BMW official MSRP anchors + simulated monthly market variation
2020-05-01,X3,44017.33,41376.29,49299.41,1.04928,BMW official MSRP anchors + simulated monthly market variation
2020-06-01,X3,44403.36,41739.16,49731.76,1.05848,BMW official MSRP anchors + simulated monthly market variation
2020-07-01,X3,44529.3,41857.54,49872.81,1.06149,BMW official MSRP anchors + simulated monthly market variation
2020-08-01,X3,44480.83,41811.98,49818.52,1.06033,BMW official MSRP anchors + simulated monthly market variation
2020-09-01,X3,44250.74,41595.69,49560.83,1.05484,BMW official MSRP anchors + simulated monthly market variation
2020-10-01,X3,43432.69,40826.73,48644.62,1.03534,BMW official MSRP anchors + simulated monthly market variation
2020-11-01,X3,44413.58,41748.76,49743.21,1.05873,BMW official MSRP anchors + simulated monthly market variation
2020-12-01,X3,44156.79,41507.38,49455.6,1.05261,BMW official MSRP anchors + simulated monthly market variation
2021-01-01,X3,47100.42,44274.4,52752.47,1.08256,BMW official MSRP anchors + simulated monthly market variation
2021-02-01,X3,47471.53,44623.24,53168.11,1.09109,BMW official MSRP anchors + simulated monthly market variation
2021-03-01,X3,47449.42,44602.46,53143.35,1.09058,BMW official MSRP anchors + simulated monthly market variation
2021-04-01,X3,47316.92,44477.91,52994.95,1.08754,BMW official MSRP anchors + simulated monthly market variation
2021-05-01,X3,46782.28,43975.34,52396.15,1.07525,BMW official MSRP anchors + simulated monthly market variation
2021-06-01,X3,46641.3,43842.82,52238.26,1.07201,BMW official MSRP anchors + simulated monthly market variation
2021-07-01,X3,47178.68,44347.96,52840.12,1.08436,BMW official MSRP anchors + simulated monthly market variation
2021-08-01,X3,47511.14,44660.47,53212.47,1.092,BMW official MSRP anchors + simulated monthly market variation
2021-09-01,X3,47379.32,44536.57,53064.84,1.08897,BMW official MSRP anchors + simulated monthly market variation
2021-10-01,X3,47522.09,44670.77,53224.74,1.09225,BMW official MSRP anchors + simulated monthly market variation
2021-11-01,X3,47167.54,44337.48,52827.64,1.0841,BMW official MSRP anchors + simulated monthly market variation
2021-12-01,X3,47314.86,44475.97,52992.64,1.08749,BMW official MSRP anchors + simulated monthly market variation
2022-01-01,X3,48880.82,45947.97,54746.52,1.08463,BMW official MSRP anchors + simulated monthly market variation
